"","radius","emddim","delay","filename","opt_dim","opt_delay","opt_rad"
"568",23.4281264586687,10,40,"Study1D1S124T8_f0.txt",5,36,15.3493547228842
"569",NA,NA,NA,"Study1D1S124T9_f0.txt",5,36,15.3493547228842
"570",21.544127392152,5,29,"Study1D1S125T1_f0.txt",5,36,15.3493547228842
"571",10.1117349145284,4,36,"Study1D1S125T10_f0.txt",5,36,15.3493547228842
"572",NA,NA,NA,"Study1D1S125T2_f0.txt",5,36,15.3493547228842
"573",12.9742654598572,4,19,"Study1D1S125T3_f0.txt",5,36,15.3493547228842
"574",21.4427154237505,6,48,"Study1D1S125T4_f0.txt",5,36,15.3493547228842
"575",5.2767600999811,2,14,"Study1D1S125T5_f0.txt",5,36,15.3493547228842
"576",18.2444084550919,8,49,"Study1D1S125T6_f0.txt",5,36,15.3493547228842
"577",35.3076647499615,8,24,"Study1D1S125T7_f0.txt",5,36,15.3493547228842
"578",NA,NA,NA,"Study1D1S125T8_f0.txt",5,36,15.3493547228842
"579",NA,NA,NA,"Study1D1S125T9_f0.txt",5,36,15.3493547228842
"580",4.59499250808834,3,48,"Study1D1S126T1_f0.txt",5,36,15.3493547228842
"581",11.1647734182591,4,28,"Study1D1S126T10_f0.txt",5,36,15.3493547228842
"582",11.0228985707203,3,49,"Study1D1S126T2_f0.txt",5,36,15.3493547228842
"583",10.7292617998113,3,48,"Study1D1S126T3_f0.txt",5,36,15.3493547228842
"584",13.4930982336844,4,25,"Study1D1S126T4_f0.txt",5,36,15.3493547228842
"585",NA,NA,NA,"Study1D1S126T5_f0.txt",5,36,15.3493547228842
"586",16.9392247324074,4,42,"Study1D1S126T6_f0.txt",5,36,15.3493547228842
"587",13.679013476587,4,36,"Study1D1S126T7_f0.txt",5,36,15.3493547228842
"588",16.1527334573173,4,47,"Study1D1S126T8_f0.txt",5,36,15.3493547228842
"589",17.3783496760223,4,33,"Study1D1S126T9_f0.txt",5,36,15.3493547228842
"590",13.129562187107,6,21,"Study1D1S127T1_f0.txt",5,36,15.3493547228842
"591",8.70612039131817,5,11,"Study1D1S127T10_f0.txt",5,36,15.3493547228842
"592",11.1510206273606,4,32,"Study1D1S127T2_f0.txt",5,36,15.3493547228842
"593",10.8027567105865,4,45,"Study1D1S127T3_f0.txt",5,36,15.3493547228842
"594",17.6059941032725,7,33,"Study1D1S127T4_f0.txt",5,36,15.3493547228842
"595",NA,NA,NA,"Study1D1S127T5_f0.txt",5,36,15.3493547228842
"596",14.70342913729,6,37,"Study1D1S127T6_f0.txt",5,36,15.3493547228842
"597",16.1334456441223,8,37,"Study1D1S127T7_f0.txt",5,36,15.3493547228842
"598",NA,NA,NA,"Study1D1S127T8_f0.txt",5,36,15.3493547228842
"599",13.4823981555235,5,44,"Study1D1S127T9_f0.txt",5,36,15.3493547228842
"600",NA,NA,NA,"Study1D1S128T1_f0.txt",5,36,15.3493547228842
"601",7.53469833548597,4,32,"Study1D1S128T10_f0.txt",5,36,15.3493547228842
"602",9.44503652470652,5,40,"Study1D1S128T2_f0.txt",5,36,15.3493547228842
"603",16.2361258933188,9,49,"Study1D1S128T3_f0.txt",5,36,15.3493547228842
"604",4.13336448117334,4,13,"Study1D1S128T4_f0.txt",5,36,15.3493547228842
"605",2.19445280926242,2,29,"Study1D1S128T5_f0.txt",5,36,15.3493547228842
"606",14.928674960751,6,16,"Study1D1S128T6_f0.txt",5,36,15.3493547228842
"607",NA,NA,NA,"Study1D1S128T7_f0.txt",5,36,15.3493547228842
"608",2.31049004155286,2,32,"Study1D1S128T8_f0.txt",5,36,15.3493547228842
"609",2.57097142213076,2,20,"Study1D1S128T9_f0.txt",5,36,15.3493547228842
"610",NA,NA,NA,"Study1D1S129T1_f0.txt",5,36,15.3493547228842
"611",6.54373487195292,5,13,"Study1D1S129T10_f0.txt",5,36,15.3493547228842
"612",5.37116364619151,7,25,"Study1D1S129T2_f0.txt",5,36,15.3493547228842
